[ID],[TableID],[Name],[Description],[DataType],[Expression],[FormatString],[IsHidden],[State],[ModifiedTime],[StructureModifiedTime],[KPIID],[IsSimpleMeasure],[ErrorMessage],[DisplayFolder],[DetailRowsDefinitionID],[DataCategory],[LineageTag],[SourceLineageTag]
25995,25960,base_qtd_resolvidas,"Combinação ponderada de respostas: base_qtd_sim + 0,5 × base_qtd_parcialmente. Numerador da resolutividade.",8,"VAR qtd_total_sim = [base_qtd_sim]
VAR qtd_parcial = [base_qtd_parcialmente]
RETURN
    qtd_total_sim + 0.5 * qtd_parcial","#,0.0",False,1,20/04/2026 21:05:13,20/04/2026 18:06:01,,False,,02 · Pesquisa de Satisfação,,,fc28baee-89e7-47e4-bf3a-050a30c10c51,
25996,25960,ind_media_tempo_resposta,Média de dias_vida das manifestações. Tempo Médio de Resposta (TMR). Numerador do KRI 2.,8,"VAR resultado =
    AVERAGE ( f_relatorio[dias_vida] )
RETURN
    COALESCE ( resultado, 0 )","#,0.0",False,1,20/04/2026 21:05:23,20/04/2026 18:06:01,,False,,04 · Tempo,,,eb7aedf0-1024-4ca9-b851-965e2b917cbb,
25997,25960,ind_media_nota_recomendacao,Média das notas de recomendação (1–10) nas pesquisas respondidas. Numerador do KRI 5. TREATAS propaga filtro de dOrgao_igro[sigla].,8,"VAR _siglas = VALUES(dOrgao_igro[sigla])
VAR resultado =
    CALCULATE(
        AVERAGE(f_pesquisa[recomendaria]),
        TREATAS(_siglas, f_pesquisa[sigla])
    )
RETURN
    COALESCE(resultado, 0)","#,0.0",False,1,21/04/2026 22:54:14,20/04/2026 18:06:01,,False,,02 · Pesquisa de Satisfação,,,10300ee4-14dd-45de-a0a3-9221ec7a5ab9,
25998,25960,ind_pct_mais_30_dias,Percentual de manifestações com mais de 30 dias de vida sobre o total. Indicador do KRI 1.,8,"VAR numerador = [base_qtd_mais_30_dias]
VAR denominador = [base_qtd_manifestacoes]
RETURN
    DIVIDE ( numerador, denominador, 0 )",0.00%,False,1,20/04/2026 21:05:23,20/04/2026 18:06:01,,False,,04 · Tempo,,,810e0edd-4e8f-4a3d-8751-58c8152aaa73,
25999,25960,ind_pct_resolutividade,"Percentual de resolução: (sim + 0,5 × parcialmente) / total de pesquisas. Indicador do KRI 3.",8,"VAR numerador = [base_qtd_resolvidas]
VAR denominador = [base_qtd_pesquisa]
RETURN
    DIVIDE ( numerador, denominador, 0 )",0.00%,False,1,20/04/2026 21:05:23,20/04/2026 18:06:01,,False,,02 · Pesquisa de Satisfação,,,472e89f2-6acd-41d1-b5bd-535315facd0c,
26000,25960,ind_pct_respostas_insatisfatorias,Percentual de respostas insatisfatórias sobre as manifestações elegíveis. Indicador do KRI 4.,8,"VAR numerador = [base_qtd_respostas_insatisfatorias]
VAR denominador = [base_manifestacoes_elegiveis]
RETURN
    DIVIDE ( numerador, denominador, 0 )",0.00%,False,1,20/04/2026 21:05:23,20/04/2026 18:06:01,,False,,03 · Qualidade,,,469688c8-7e98-458e-9896-8446bc626975,
26022,25960,meta_igro_kri1,"Meta do KRI 1 (% RDP): máximo de 1,0% de manifestações com mais de 30 dias. Valor 1 quando RDP <= 1,0%.",8,0.01,0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,7f490f54-d6b1-4361-ac88-4c9efcd15d40,
26023,25960,goal_igro_kri1,"Goalpost do KRI 1 (% RDP): 2,0% como limite de aceitabilidade. Valor 0 quando RDP >= 2,0%.",8,0.02,0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,d77e1621-0491-459e-86d6-8f6f6fdec6a8,
26024,25960,meta_igro_kri2,Meta do KRI 2 (TMR): 5 dias ou menos como excelência esperada. Valor 1 quando TMR <= 5 dias.,8,5.0,"#,0.0",False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,04b4dce2-2dbd-4b78-be1c-544cbd64b038,
26025,25960,goal_igro_kri2,Goalpost do KRI 2 (TMR): 10 dias como limite de aceitabilidade. Valor 0 quando TMR >= 10 dias.,8,10.0,"#,0.0",False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,6a9854ff-4b9f-4735-ac1a-20322aa6fd5b,
26026,25960,meta_igro_kri3,Meta do KRI 3 (TR - Resolutividade): 70% ou mais como resolutividade esperada. Valor 1 quando TR >= 70%.,8,0.70,0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,aaa437a5-fbca-4eb2-be6f-dc8e3b4f032b,
26027,25960,goal_igro_kri3,Goalpost do KRI 3 (TR - Resolutividade): 50% como piso aceitável. Valor 0 quando TR <= 50%.,8,0.50,0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,505b63dc-e3c6-4eb0-b743-fb5990d61d33,
26028,25960,meta_igro_kri4,"Meta do KRI 4 (% RI): 2,5% ou inferior como baixíssima insatisfação. Valor 1 quando RI <= 2,5%.",8,0.025,0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,d1dc6923-a176-427a-8758-0112bd9a83a9,
26029,25960,goal_igro_kri4,"Goalpost do KRI 4 (% RI): 3,5% como piso aceitável de insatisfação. Valor 0 quando RI >= 3,5%.",8,0.035,0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,6562e9ec-716f-4901-9525-661b3c47d8e6,
26030,25960,meta_igro_kri5,"Meta do KRI 5 (Nota de Recomendação): 8,0 ou mais como excelente recomendação. Valor 1 quando NR >= 8,0.",8,8.0,"#,0.0",False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,1bdba1d2-1459-49d6-8801-e8b7da9cf2ff,
26031,25960,goal_igro_kri5,"Goalpost do KRI 5 (Nota de Recomendação): 6,0 como recomendação aceitável. Valor 0 quando NR <= 6,0.",8,6.0,"#,0.0",False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,05 · IGRO · Metas e Goalposts,,,b02f6ab5-ff35-4b49-88ee-f52353787259,
26032,25960,idx_score_igro_kri1,"Score normalizado de 0 a 1 para o KRI 1 (% RDP): valor 1 quando RDP <= 1,0%; valor 0 quando RDP >= 2,0%.",8,"VAR valor = [ind_pct_mais_30_dias]
VAR meta = [meta_igro_kri1]
VAR goalpost = [goal_igro_kri1]
VAR score = DIVIDE ( goalpost - valor, goalpost - meta, 0 )
RETURN
    MIN ( MAX ( score, 0 ), 1 )",0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,06 · IGRO · Scores KRI,,,0734e67c-bf1e-4d4d-9fa0-b37835dedd68,
26033,25960,idx_score_igro_kri2,Score normalizado de 0 a 1 para o KRI 2 (TMR): valor 1 quando TMR <= 5 dias; valor 0 quando TMR >= 10 dias.,8,"VAR valor = [ind_media_tempo_resposta]
VAR meta = [meta_igro_kri2]
VAR goalpost = [goal_igro_kri2]
VAR score = DIVIDE ( goalpost - valor, goalpost - meta, 0 )
RETURN
    MIN ( MAX ( score, 0 ), 1 )",0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,06 · IGRO · Scores KRI,,,9cdcf00e-d9d4-48cc-8384-f01c541ca3be,
26034,25960,idx_score_igro_kri3,Score normalizado de 0 a 1 para o KRI 3 (TR): valor 1 quando TR >= 70%; valor 0 quando TR <= 50%.,8,"VAR valor = [ind_pct_resolutividade]
VAR meta = [meta_igro_kri3]
VAR goalpost = [goal_igro_kri3]
VAR score = DIVIDE ( valor - goalpost, meta - goalpost, 0 )
RETURN
    MIN ( MAX ( score, 0 ), 1 )",0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,06 · IGRO · Scores KRI,,,ecceac50-8a49-4114-90ef-3ee2726d116c,
26035,25960,idx_score_igro_kri4,"Score normalizado de 0 a 1 para o KRI 4 (% RI): valor 1 quando RI <= 2,5%; valor 0 quando RI >= 3,5%.",8,"VAR valor = [ind_pct_respostas_insatisfatorias]
VAR meta = [meta_igro_kri4]
VAR goalpost = [goal_igro_kri4]
VAR score = DIVIDE ( goalpost - valor, goalpost - meta, 0 )
RETURN
    MIN ( MAX ( score, 0 ), 1 )",0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,06 · IGRO · Scores KRI,,,071b7b0c-c66f-4ae2-b4cf-eeb5e547098c,
26036,25960,idx_score_igro_kri5,"Score normalizado de 0 a 1 para o KRI 5 (Nota de Recomendação): valor 1 quando NR >= 8,0; valor 0 quando NR <= 6,0.",8,"VAR valor = [ind_media_nota_recomendacao]
VAR meta = [meta_igro_kri5]
VAR goalpost = [goal_igro_kri5]
VAR score = DIVIDE ( valor - goalpost, meta - goalpost, 0 )
RETURN
    MIN ( MAX ( score, 0 ), 1 )",0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,06 · IGRO · Scores KRI,,,cf6f6142-eb5e-44ba-b6cc-6d482a132b16,
26037,25960,idx_igro_sub_t,Subíndice de Tempestividade (IT): média ponderada TMR=60% e % RDP=40%.,8,"VAR numerador =
    0.60 * [idx_score_igro_kri2]
        + 0.40 * [idx_score_igro_kri1]
RETURN
    MIN ( MAX ( numerador, 0 ), 1 )",0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,07 · IGRO · Índice,,,d85c5173-22df-4cf3-bd30-dd19df55f04f,
26038,25960,idx_igro_sub_q,"Subíndice de Qualidade (IQ): média ponderada TR=40%, % RI=30% e Nota de Recomendação=30%.",8,"VAR numerador =
    0.40 * [idx_score_igro_kri3]
        + 0.30 * [idx_score_igro_kri4]
        + 0.30 * [idx_score_igro_kri5]
RETURN
    MIN ( MAX ( numerador, 0 ), 1 )",0.00%,False,1,29/04/2026 00:13:10,20/04/2026 18:06:26,,False,,07 · IGRO · Índice,,,2a762a4d-37bc-41f8-ad98-b8e9ce7e0562,
26039,25960,idx_igro,Índice de Gestão de Riscos de Ouvidorias. Média geométrica simples: √(IT × IQ). Conforme metodologia IGRO — artigo CGU.,8,"VAR sub_t = [idx_igro_sub_t]
VAR sub_q = [idx_igro_sub_q]
VAR resultado =
    IF (
        AND ( sub_t > 0, sub_q > 0 ),
        SQRT ( sub_t * sub_q ),
        0
    )
RETURN
    MIN ( MAX ( resultado, 0 ), 1 )",0.00%,False,1,25/04/2026 21:06:24,20/04/2026 18:06:26,,False,,07 · IGRO · Índice,,,d1caa2e1-e5e7-4b81-be19-b467db94f3ce,
26040,25960,base_qtd_promotores,Respostas de pesquisa com nota de recomendação entre 9 e 10. Numerador do NPS. TREATAS propaga filtro de dOrgao_igro[sigla].,6,"VAR _siglas = VALUES(dOrgao_igro[sigla])
VAR resultado =
    CALCULATE(
        COUNTROWS(f_pesquisa),
        TREATAS(_siglas, f_pesquisa[sigla]),
        KEEPFILTERS(f_pesquisa[recomendaria] >= 9)
    )
RETURN
    COALESCE(resultado, 0)","#,0",False,1,21/04/2026 22:54:14,20/04/2026 18:51:59,,False,,02 · Pesquisa de Satisfação,,,db86ed60-40e9-4294-a6f3-68496b6a9765,
26041,25960,base_qtd_neutros,Respostas de pesquisa com nota de recomendação entre 7 e 8. Não entram no cálculo do NPS. TREATAS propaga filtro de dOrgao_igro[sigla].,6,"VAR _siglas = VALUES(dOrgao_igro[sigla])
VAR resultado =
    CALCULATE(
        COUNTROWS(f_pesquisa),
        TREATAS(_siglas, f_pesquisa[sigla]),
        KEEPFILTERS(f_pesquisa[recomendaria] >= 7),
        KEEPFILTERS(f_pesquisa[recomendaria] <= 8)
    )
RETURN
    COALESCE(resultado, 0)","#,0",False,1,21/04/2026 22:54:14,20/04/2026 18:51:59,,False,,02 · Pesquisa de Satisfação,,,eb5cf571-1b50-4e29-8add-2d33915584a8,
26042,25960,base_qtd_detratores,Respostas de pesquisa com nota de recomendação entre 1 e 6. Subtraídas no cálculo do NPS. TREATAS propaga filtro de dOrgao_igro[sigla].,6,"VAR _siglas = VALUES(dOrgao_igro[sigla])
VAR resultado =
    CALCULATE(
        COUNTROWS(f_pesquisa),
        TREATAS(_siglas, f_pesquisa[sigla]),
        KEEPFILTERS(f_pesquisa[recomendaria] <= 6)
    )
RETURN
    COALESCE(resultado, 0)","#,0",False,1,21/04/2026 22:54:14,20/04/2026 18:51:59,,False,,02 · Pesquisa de Satisfação,,,fa960ddd-974d-4aa5-bd3d-07b66f9e50a7,
26043,25960,base_qtd_procedente,Manifestações finalizadas com procedente = 'Sim'.,6,"VAR resultado =
    CALCULATE(
        [base_qtd_manifestacoes],
        KEEPFILTERS(f_relatorio[procedente] = ""Sim"")
    )
RETURN
    COALESCE(resultado, 0)","#,0",False,1,20/04/2026 21:05:13,20/04/2026 18:51:59,,False,,03 · Qualidade,,,c1466d02-66e8-4f11-a921-fdf60a974247,
26044,25960,base_qtd_com_recurso,Manifestações finalizadas que geraram ao menos um recurso (campo recurso preenchido).,6,"VAR resultado =
    CALCULATE(
        [base_qtd_manifestacoes_finalizadas],
        KEEPFILTERS(f_relatorio[recurso] <> BLANK())
    )
RETURN
    COALESCE(resultado, 0)","#,0",False,1,20/04/2026 21:05:13,20/04/2026 18:51:59,,False,,03 · Qualidade,,,22e4b70e-fa14-4633-9381-7f407d2fa33f,
26045,25960,ind_nps,NPS calculado: (% promotores − % detratores) × 100. Escala de −90 a +100.,8,"VAR promotores = DIVIDE([base_qtd_promotores], [base_qtd_pesquisa], 0)
VAR detratores = DIVIDE([base_qtd_detratores], [base_qtd_pesquisa], 0)
RETURN
    (promotores - detratores) * 100","#,0.0",False,1,20/04/2026 21:05:23,20/04/2026 18:52:08,,False,,02 · Pesquisa de Satisfação,,,20fe0102-c058-4ed9-b7c8-aece7c510a77,
26046,25960,ind_pct_promotores,Percentual de promotores (nota 9–10) sobre o total de pesquisas respondidas.,8,"DIVIDE([base_qtd_promotores], [base_qtd_pesquisa], 0)",0.0%,False,1,20/04/2026 21:05:23,20/04/2026 18:52:08,,False,,02 · Pesquisa de Satisfação,,,fa7f4990-224c-4d48-b0e3-02a1aab060eb,
26047,25960,ind_pct_neutros,Percentual de neutros (nota 7–8) sobre o total de pesquisas respondidas.,8,"DIVIDE([base_qtd_neutros], [base_qtd_pesquisa], 0)",0.0%,False,1,20/04/2026 21:05:23,20/04/2026 18:52:08,,False,,02 · Pesquisa de Satisfação,,,ffb950b9-e3ac-4dd8-8f54-04b1056f804c,
26048,25960,ind_pct_detratores,Percentual de detratores (nota 1–6) sobre o total de pesquisas respondidas.,8,"DIVIDE([base_qtd_detratores], [base_qtd_pesquisa], 0)",0.0%,False,1,20/04/2026 21:05:23,20/04/2026 18:52:08,,False,,02 · Pesquisa de Satisfação,,,85bae63e-9412-42fa-98b9-7702b03f4317,
26049,25960,ind_pct_procedencia,Percentual de manifestações com análise procedente sobre o total de finalizadas.,8,"DIVIDE([base_qtd_procedente], [base_qtd_manifestacoes_finalizadas], 0)",0.00%,False,1,20/04/2026 21:05:23,20/04/2026 18:52:08,,False,,03 · Qualidade,,,722036ee-5707-4ecf-9447-929ba7a37995,
26050,25960,ind_pct_recurso,Percentual de manifestações que geraram recurso sobre o total de finalizadas. Indicador de retrabalho.,8,"DIVIDE([base_qtd_com_recurso], [base_qtd_manifestacoes_finalizadas], 0)",0.00%,False,1,20/04/2026 21:05:23,20/04/2026 18:52:08,,False,,03 · Qualidade,,,b0ed9538-de04-4105-b096-ed8480bbd638,
26051,25960,ind_pct_cobertura_reclamacao,Percentual de Reclamações finalizadas que receberam resposta na pesquisa de satisfação.,8,"VAR pesquisas =
    CALCULATE(
        [base_qtd_pesquisa],
        KEEPFILTERS(f_relatorio[tipo_manifestacao] = ""Reclamação"")
    )
VAR demandas =
    CALCULATE(
        [base_qtd_manifestacoes_finalizadas],
        KEEPFILTERS(f_relatorio[tipo_manifestacao] = ""Reclamação"")
    )
RETURN
    DIVIDE(pesquisas, demandas, 0)",0.00%,False,1,20/04/2026 21:05:23,20/04/2026 18:52:08,,False,,03 · Qualidade,,,da27caa0-eed2-4f5c-86aa-68a9fac56eba,
26052,25960,fmt_semaforo_nps,"Rótulo de semáforo para o NPS: Verde (≥50), Amarelo (0–49), Laranja (-49 a -1), Vermelho (<-50).",2,"VAR v = [ind_nps]
RETURN
    SWITCH(
        TRUE(),
        v >= 50,  ""Verde — Excelente"",
        v >= 0,   ""Amarelo — Razonável"",
        v >= -50, ""Laranja — Ruim"",
        ""Vermelho — Crítico""
    )",,False,1,20/04/2026 21:05:54,20/04/2026 18:52:17,,False,,08 · Formatação,,,01084952-ce16-4e3e-aee8-001c5ed82bcf,
26053,25960,fmt_cor_fundo_nps,Cor de fundo hexadecimal para o NPS conforme faixa.,2,"VAR v = [ind_nps]
RETURN
    SWITCH(
        TRUE(),
        v >= 50,  ""#EAF3DE"",
        v >= 0,   ""#FAEEDA"",
        v >= -50, ""#FAECE7"",
        ""#FCEBEB""
    )",,False,1,20/04/2026 21:05:54,20/04/2026 18:52:17,,False,,08 · Formatação,,,657f6e9b-817b-4f50-b83a-3f656955d94e,
26054,25960,fmt_cor_fonte_nps,Cor de fonte hexadecimal para o NPS conforme faixa.,2,"VAR v = [ind_nps]
RETURN
    SWITCH(
        TRUE(),
        v >= 50,  ""#27500A"",
        v >= 0,   ""#633806"",
        v >= -50, ""#712B13"",
        ""#791F1F""
    )",,False,1,20/04/2026 21:05:54,20/04/2026 18:52:17,,False,,08 · Formatação,,,526c2c00-31d3-4190-b722-89cbfed0aa68,
26055,25960,fmt_semaforo_procedencia,"Rótulo de semáforo para ind_pct_procedencia: Verde (≥60%), Amarelo (40–59%), Laranja (20–39%), Vermelho (<20%).",2,"VAR v = [ind_pct_procedencia]
RETURN
    SWITCH(
        TRUE(),
        v >= 0.60, ""Verde — Alta"",
        v >= 0.40, ""Amarelo — Média"",
        v >= 0.20, ""Laranja — Baixa"",
        ""Vermelho — Muito baixa""
    )",,False,1,20/04/2026 21:05:54,20/04/2026 18:52:17,,False,,08 · Formatação,,,fc5308ac-44d9-45de-8ccb-5869d872be05,
26056,25960,fmt_semaforo_recurso,"Rótulo de semáforo para ind_pct_recurso: Verde (≤1%), Amarelo (1–3%), Laranja (3–5%), Vermelho (>5%).",2,"VAR v = [ind_pct_recurso]
RETURN
    SWITCH(
        TRUE(),
        v <= 0.01, ""Verde — Baixo"",
        v <= 0.03, ""Amarelo — Moderado"",
        v <= 0.05, ""Laranja — Alto"",
        ""Vermelho — Crítico""
    )",,False,1,20/04/2026 21:05:54,20/04/2026 18:52:17,,False,,08 · Formatação,,,2df1fd16-7df0-49ba-b844-70373e07b949,
26057,25960,fmt_semaforo_igro,"Rótulo de semáforo para o IGRO conforme faixas da metodologia (artigo CGU): Verde ≥90%, Amarelo 70–89%, Laranja 50–69%, Vermelho <50%.",2,"VAR v = [idx_igro]
RETURN
    IF ( ISBLANK(v), BLANK(),
    IF ( v >= 0.90, ""Controlado"",
    IF ( v >= 0.70, ""Em atenção"",
    IF ( v >= 0.50, ""Elevado"", ""Crítico"" ))))",@,False,1,25/04/2026 21:06:40,20/04/2026 18:56:27,,False,,08 · Formatação,,,6860be8f-63fc-4b93-abee-253522d4a169,
26058,25960,fmt_semaforo_igro_sub_t,Rótulo de semáforo para o Sub-T com faixas da metodologia IGRO (artigo CGU).,2,"VAR v = [idx_igro_sub_t]
RETURN
    IF ( ISBLANK(v), BLANK(),
    IF ( v >= 0.90, ""Controlado"",
    IF ( v >= 0.70, ""Em atenção"",
    IF ( v >= 0.50, ""Elevado"", ""Crítico"" ))))",@,False,1,25/04/2026 21:06:40,20/04/2026 18:56:27,,False,,08 · Formatação,,,4a69399b-ef67-466e-95a6-4228e1b57f43,
26059,25960,fmt_semaforo_igro_sub_q,Rótulo de semáforo para o Sub-Q com faixas da metodologia IGRO (artigo CGU).,2,"VAR v = [idx_igro_sub_q]
RETURN
    IF ( ISBLANK(v), BLANK(),
    IF ( v >= 0.90, ""Controlado"",
    IF ( v >= 0.70, ""Em atenção"",
    IF ( v >= 0.50, ""Elevado"", ""Crítico"" ))))",@,False,1,25/04/2026 21:06:40,20/04/2026 18:56:27,,False,,08 · Formatação,,,56f64d9e-34f3-4319-86fa-6ab695773a02,
26060,25960,fmt_cor_fundo_igro,"Cor de fundo hexadecimal para o IGRO conforme faixas da metodologia (artigo CGU). Controlado=#27AE60, Em atenção=#F39C12, Elevado=#E67E22, Crítico=#E74C3C.",2,"VAR v = [idx_igro]
RETURN
    IF ( ISBLANK(v), BLANK(),
    IF ( v >= 0.90, ""#27AE60"",
    IF ( v >= 0.70, ""#F39C12"",
    IF ( v >= 0.50, ""#E67E22"", ""#E74C3C"" ))))",@,False,1,25/04/2026 21:06:40,20/04/2026 18:56:27,,False,,08 · Formatação,,,1dec7bbd-250b-4eb8-899d-130a7c7ed774,
26061,25960,fmt_cor_fonte_igro,Cor de fonte hexadecimal para o IGRO conforme faixa de risco. Usar em formatação condicional de cor de fonte.,2,"VAR v = [idx_igro]
RETURN SWITCH(TRUE(), v >= 0.80, ""#27500A"", v >= 0.60, ""#633806"", v >= 0.40, ""#712B13"", ""#791F1F"")",,False,1,20/04/2026 21:05:54,20/04/2026 18:56:27,,False,,08 · Formatação,,,4e725663-f21f-420a-9898-47f4bae8ed62,
26062,25960,fmt_cor_fundo_igro_sub_t,Cor de fundo hexadecimal para o Sub-T conforme faixas da metodologia IGRO (artigo CGU).,2,"VAR v = [idx_igro_sub_t]
RETURN
    IF ( ISBLANK(v), BLANK(),
    IF ( v >= 0.90, ""#27AE60"",
    IF ( v >= 0.70, ""#F39C12"",
    IF ( v >= 0.50, ""#E67E22"", ""#E74C3C"" ))))",@,False,1,25/04/2026 21:06:40,20/04/2026 18:56:27,,False,,08 · Formatação,,,6a203f84-d1a7-40ac-9f69-2e1586660121,
26063,25960,fmt_cor_fundo_igro_sub_q,Cor de fundo hexadecimal para o Sub-Q conforme faixas da metodologia IGRO (artigo CGU).,2,"VAR v = [idx_igro_sub_q]
RETURN
    IF ( ISBLANK(v), BLANK(),
    IF ( v >= 0.90, ""#27AE60"",
    IF ( v >= 0.70, ""#F39C12"",
    IF ( v >= 0.50, ""#E67E22"", ""#E74C3C"" ))))",@,False,1,25/04/2026 21:06:40,20/04/2026 18:56:27,,False,,08 · Formatação,,,ca8b383d-be2f-4f1f-9603-35f68cd5ff5e,
