[ID],[TableID],[ExplicitName],[InferredName],[ExplicitDataType],[InferredDataType],[DataCategory],[Description],[IsHidden],[State],[IsUnique],[IsKey],[IsNullable],[Alignment],[TableDetailPosition],[IsDefaultLabel],[IsDefaultImage],[SummarizeBy],[ColumnStorageID],[Type],[SourceColumn],[ColumnOriginID],[Expression],[FormatString],[IsAvailableInMDX],[SortByColumnID],[AttributeHierarchyID],[ModifiedTime],[StructureModifiedTime],[RefreshedTime],[SystemFlags],[KeepUniqueRows],[DisplayOrdinal],[ErrorMessage],[SourceProviderType],[DisplayFolder],[EncodingHint],[RelatedColumnDetailsID],[AlternateOfID],[LineageTag],[SourceLineageTag]
2194,2132,prazo_externo,,6,19,,Prazo em dias estabelecido pela normativa externa (INs da CGE) para resposta ao cidadão.,False,1,False,False,True,1,-1,False,False,3,2581,1,prazo_externo,,,0,True,,2369,20/04/2026 21:04:26,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,15d52d3c-0053-4034-97ac-553f5ce46420,
2195,2132,dias_vida,,6,19,,[Papel: Métrica de linha] Número de dias corridos desde o registro até a finalização ou até a data de extração. Base do TMR e de indicadores de manifestações com mais de 30 dias.,False,1,False,False,True,1,-1,False,False,3,2585,1,dias_vida,,,0,True,,2370,01/05/2026 18:20:14,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,2e697d72-2643-428f-8016-ffe0b8bbd55f,
2196,2132,dias_reativacao,,6,19,,Quantidade de dias decorridos após uma reativação da manifestação pelo cidadão ou pela ouvidoria.,False,1,False,False,True,1,-1,False,False,3,2589,1,dias_reativacao,,,0,True,,2371,20/04/2026 21:04:26,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,2c1fde29-255f-451c-93c2-4e845b44743f,
2197,2132,dias_atraso,,2,19,,Indicação de atraso em relação ao prazo definido. Armazenado como texto nesta tabela — diverge do tipo Int64 em f_insatisfatorias.,False,1,False,False,True,1,-1,False,False,2,2593,1,dias_atraso,,,,True,,2372,20/04/2026 21:04:26,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,6c7ed44e-ec27-4dfd-8221-c4455c88f88f,
2198,2132,tipo_manifestacao,,2,19,,"Classificação da manifestação conforme a Lei 13.460/2017: Reclamação, Denúncia, Solicitação, Sugestão, Elogio, LAI ou LGPD.",False,1,False,False,True,1,-1,False,False,2,2597,1,tipo_manifestacao,,,,True,,2373,20/04/2026 21:04:10,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,c8982c69-578c-444b-ba2a-a28b458cf3cb,
2199,2132,municipio,,2,19,,Município de origem da manifestação ou ao qual o objeto da demanda se refere.,False,1,False,False,True,1,-1,False,False,2,2601,1,municipio,,,,True,,2374,20/04/2026 21:04:10,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,e52d34a0-ef29-49de-a4a3-52e6e8609638,
2200,2132,tipificacao,,2,19,,"Assunto principal da manifestação, conforme classificação temática do SGOe. Base para análise de ranking de assuntos.",False,1,False,False,True,1,-1,False,False,2,2605,1,tipificacao,,,,True,,2375,20/04/2026 21:04:10,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,ce01adc4-ce17-4633-9e3e-c593a14de45e,
2201,2132,sub_tipificacao,,2,19,,Detalhamento do assunto dentro da tipificação principal. Permite análise de segundo nível dos temas mais recorrentes.,False,1,False,False,True,1,-1,False,False,2,2609,1,sub_tipificacao,,,,True,,2376,20/04/2026 21:04:10,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,fefb7c8d-ba3f-49d4-9fd3-9b4b2cce81df,
2202,2132,area_tecnica,,2,19,,Área técnica interna do órgão responsável pelo tratamento da demanda encaminhada.,False,1,False,False,True,1,-1,False,False,2,2613,1,area_tecnica,,,,True,,2377,20/04/2026 21:04:10,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,7fdcd689-ed4a-4384-9089-af96cf1baef6,
2203,2132,registro,,2,19,,"Canal de entrada da manifestação: Expresso (web), Webservice, Sistema E-mail, Sistema Telefone ou Sistema Presencial.",False,1,False,False,True,1,-1,False,False,2,2617,1,registro,,,,True,,2378,20/04/2026 21:04:10,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,75f4c34e-5fb6-4e69-a7e3-93b210cfd960,
2204,2132,ds_status,,2,19,,"Status atual da manifestação no fluxo do SGOe: Aberta, Respondida ou Fechada.",False,1,False,False,True,1,-1,False,False,2,2621,1,ds_status,,,,True,,2379,20/04/2026 21:04:10,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,e19cd58f-b4f6-4145-9c38-9119d9cf2229,
2205,2132,publicacao,,6,19,,"Flag numérico indicando se a manifestação foi publicada no portal de transparência (1 = publicada, 0 = não publicada).",False,1,False,False,True,1,-1,False,False,3,2625,1,publicacao,,,0,True,,2380,20/04/2026 21:04:26,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,313b8435-d923-4779-ad48-e0ac2a7a2b86,
2206,2132,procedente,,2,19,,"Resultado da análise de mérito pelo órgão: Sim, Não ou Em análise. Base do indicador ind_pct_procedencia.",False,1,False,False,True,1,-1,False,False,2,2629,1,procedente,,,,True,,2381,20/04/2026 21:04:26,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,1370d473-0ac9-4a33-bcd0-e147940f770c,
2207,2132,recurso,,2,19,,"Instância de recurso interposto pelo cidadão (1, 2 ou 3). Vazio quando não há recurso. Base do indicador ind_pct_recurso.",False,1,False,False,True,1,-1,False,False,2,2633,1,recurso,,,,True,,2382,20/04/2026 21:04:26,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,dc41565f-1d1e-4d9d-b0e7-3e0810c0265c,
2208,2132,nm_sei,,2,19,,"Número do processo no sistema SEI vinculado à manifestação, quando houver tramitação documental associada.",False,1,False,False,True,1,-1,False,False,2,2637,1,nm_sei,,,,True,,2383,20/04/2026 21:04:26,20/04/2026 17:07:37,31/12/1699 00:00:00,0,False,0,,,,0,,,6d1a7d1d-e580-4614-afca-1ea31b2f3c9e,
2136,2135,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,,6,19,,,True,1,True,True,False,1,-1,False,False,1,2413,3,,,,,True,,2137,20/04/2026 17:07:37,20/04/2026 17:07:37,31/12/1699 00:00:00,2,False,0,,,,0,,,,
2160,2135,,Date,9,9,PaddedDateTableDates,,True,1,False,False,True,1,-1,False,False,2,2445,4,[Date],,,General Date,True,,2335,20/04/2026 17:07:37,20/04/2026 17:07:37,31/12/1699 00:00:00,2,False,0,,,,0,,,fb8b0d2f-a2ae-4326-8119-9e72b6302914,
2161,2135,Ano,,6,6,Years,,True,1,False,False,True,1,-1,False,False,2,2449,2,,,YEAR([Date]),0,True,,2336,20/04/2026 17:07:37,20/04/2026 17:07:37,29/04/2026 00:57:41,2,False,0,,,,0,,,a7cdd659-4112-46df-b03f-9b6fbf586a63,
2162,2135,MonthNo,,6,6,MonthOfYear,,True,1,False,False,True,1,-1,False,False,2,2453,2,,,MONTH([Date]),0,True,,2337,20/04/2026 17:07:37,20/04/2026 17:07:37,29/04/2026 00:57:41,2,False,0,,,,0,,,648c158f-553e-4ce7-8f6a-99b09ea28164,
2163,2135,Mês,,2,2,Months,,True,1,False,False,True,1,-1,False,False,2,2457,2,,,"FORMAT([Date], ""MMMM"")",,True,2162,2338,20/04/2026 17:07:37,20/04/2026 17:07:37,29/04/2026 00:57:41,2,False,0,,,,0,,,35d5b55c-5074-49e0-9643-15f42f0c1657,
2164,2135,QuarterNo,,6,6,QuarterOfYear,,True,1,False,False,True,1,-1,False,False,2,2461,2,,,INT(([MonthNo] + 2) / 3),0,True,,2339,20/04/2026 17:07:37,20/04/2026 17:07:37,29/04/2026 00:57:41,2,False,0,,,,0,,,b27b3f1c-7a60-423a-bcfc-14e2e6f9beb2,
2165,2135,Trimestre,,2,2,Quarters,,True,1,False,False,True,1,-1,False,False,2,2465,2,,,"""Qtr "" & [QuarterNo]",,True,2164,2340,20/04/2026 17:07:37,20/04/2026 17:07:37,29/04/2026 00:57:41,2,False,0,,,,0,,,28c2e035-f01b-4a69-a89d-3c536c51fc1b,
2166,2135,Dia,,6,6,DayOfMonth,,True,1,False,False,True,1,-1,False,False,2,2469,2,,,DAY([Date]),0,True,,2341,20/04/2026 17:07:37,20/04/2026 17:07:37,29/04/2026 00:57:41,2,False,0,,,,0,,,4c8f7985-96ec-4591-a229-9443a17039f5,
4253,4252,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,,6,19,,,True,1,True,True,False,1,-1,False,False,1,4354,3,,,,,True,,4254,20/04/2026 17:08:43,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,,
4266,4252,protocolo,,2,19,,[Papel: Chave estrangeira] Protocolo da manifestação avaliada na pesquisa. Relaciona f_pesquisa à tabela central f_relatorio.,False,1,False,False,True,1,-1,False,False,2,4366,1,protocolo,,,,True,,4327,01/05/2026 18:20:14,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,21c4070b-81a8-409c-a0af-fba9a633fa24,
4267,4252,data_manifestacao,,9,19,,Data original de registro da manifestação avaliada. Permite análise temporal da satisfação.,False,1,False,False,True,1,-1,False,False,2,4370,1,data_manifestacao,,,General Date,True,,4328,20/04/2026 21:04:38,20/04/2026 17:48:40,31/12/1699 00:00:00,0,False,0,,,,0,,,e76302cd-14aa-48df-95ea-de01fd143172,
4268,4252,sigla,,2,19,,Sigla do órgão responsável pela manifestação avaliada na pesquisa.,False,1,False,False,True,1,-1,False,False,2,4374,1,sigla,,,,True,,4329,20/04/2026 21:04:38,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,42ecc3c0-b1a8-48b7-9fc5-b52a0a680004,
4269,4252,nome,,2,19,,"Nome do cidadão respondente, quando informado. Campo sensível — verificar conformidade com LGPD antes de expor em visuais.",False,1,False,False,True,1,-1,False,False,2,4378,1,nome,,,,True,,4330,20/04/2026 21:04:38,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,7cd081f4-2e04-42c6-bd8a-16663bad0fde,
4270,4252,suborgao,,2,19,,"Subdivisão do órgão responsável, permitindo análise de satisfação em nível mais granular.",False,1,False,False,True,1,-1,False,False,2,4382,1,suborgao,,,,True,,4331,20/04/2026 21:04:38,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,bbea35dd-196c-4c41-a395-1e2ddd05e71e,
4271,4252,tipo_manifestacao,,2,19,,"Tipo da manifestação avaliada, permitindo cruzar satisfação por categoria (Reclamação, Solicitação etc.).",False,1,False,False,True,1,-1,False,False,2,4386,1,tipo_manifestacao,,,,True,,4332,20/04/2026 21:04:38,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,e7bc9c82-b0b5-4937-a33a-639647181e08,
4272,4252,finalizacao,,2,19,,"[Papel: Métrica categórica] Resposta do cidadão sobre resolução da demanda: Sim, Não ou Parcialmente. Base do cálculo de resolutividade do IGRO.",False,1,False,False,True,1,-1,False,False,2,4390,1,finalizacao,,,,True,,4333,01/05/2026 18:20:14,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,35e45ccc-4456-4b00-baa0-817eb68c31ef,
4273,4252,recomendaria,,6,19,,"[Papel: Métrica] Nota de 1 a 10 sobre recomendação do serviço de ouvidoria. Base da nota média de recomendação, do NPS e do KRI 5 do IGRO.",False,1,False,False,True,1,-1,False,False,3,4394,1,recomendaria,,,0,True,,4334,01/05/2026 18:20:14,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,228a8134-796d-4663-b6bc-aa2454439fb8,
4274,4252,motivo,,2,19,,Justificativa textual fornecida pelo cidadão para a nota atribuída. Campo qualitativo com potencial para análise de NLP.,False,1,False,False,True,1,-1,False,False,2,4398,1,motivo,,,,True,,4335,20/04/2026 21:04:38,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,52c5abd9-4e4b-4556-9506-0931f0ec0b08,
4275,4252,data_resposta_pesquisa,,9,19,,Data em que o cidadão respondeu à pesquisa. Permite calcular o tempo de resposta pós-finalização.,False,1,False,False,True,1,-1,False,False,2,4402,1,data_resposta_pesquisa,,,General Date,True,,4336,20/04/2026 21:04:38,20/04/2026 17:08:43,31/12/1699 00:00:00,0,False,0,,,,0,,,d007e7e7-a1e5-4f8f-b40e-89b87ea82fd4,
4256,4255,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,,6,19,,,True,1,True,True,False,1,-1,False,False,1,4358,3,,,,,True,,4257,29/04/2026 00:57:45,20/04/2026 17:08:43,31/12/1699 00:00:00,2,False,0,,,,0,,,,
4276,4255,,Date,9,9,PaddedDateTableDates,,True,1,False,False,True,1,-1,False,False,2,4406,4,[Date],,,General Date,True,,4337,29/04/2026 00:57:45,20/04/2026 17:08:43,31/12/1699 00:00:00,2,False,0,,,,0,,,3d23c6ea-8851-439c-b096-543839b453f7,
4277,4255,Ano,,6,6,Years,,True,1,False,False,True,1,-1,False,False,2,4410,2,,,YEAR([Date]),0,True,,4338,29/04/2026 00:57:45,20/04/2026 17:08:43,29/04/2026 00:57:45,2,False,0,,,,0,,,dc201c24-c928-4f23-8117-b9665a9a338b,
4278,4255,MonthNo,,6,6,MonthOfYear,,True,1,False,False,True,1,-1,False,False,2,4414,2,,,MONTH([Date]),0,True,,4339,29/04/2026 00:57:45,20/04/2026 17:08:43,29/04/2026 00:57:45,2,False,0,,,,0,,,dc7eeb0b-298c-4fc8-a373-36a0064473cc,
4279,4255,Mês,,2,2,Months,,True,1,False,False,True,1,-1,False,False,2,4418,2,,,"FORMAT([Date], ""MMMM"")",,True,4278,4340,29/04/2026 00:57:45,20/04/2026 17:08:43,29/04/2026 00:57:45,2,False,0,,,,0,,,64fd6884-5be4-4494-9e6c-fbb19707001f,
4280,4255,QuarterNo,,6,6,QuarterOfYear,,True,1,False,False,True,1,-1,False,False,2,4422,2,,,INT(([MonthNo] + 2) / 3),0,True,,4341,29/04/2026 00:57:45,20/04/2026 17:08:43,29/04/2026 00:57:45,2,False,0,,,,0,,,7dad0be0-7566-42ef-afc0-7d9c0893d0bc,
4281,4255,Trimestre,,2,2,Quarters,,True,1,False,False,True,1,-1,False,False,2,4426,2,,,"""Qtr "" & [QuarterNo]",,True,4280,4342,29/04/2026 00:57:45,20/04/2026 17:08:43,29/04/2026 00:57:45,2,False,0,,,,0,,,963e157f-f597-40a7-91d5-9f5498263622,
4282,4255,Dia,,6,6,DayOfMonth,,True,1,False,False,True,1,-1,False,False,2,4430,2,,,DAY([Date]),0,True,,4343,29/04/2026 00:57:45,20/04/2026 17:08:43,29/04/2026 00:57:45,2,False,0,,,,0,,,a2480bf8-3cf3-4df1-955e-98bfd5178e8d,
6305,6304,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,,6,19,,,True,1,True,True,False,1,-1,False,False,1,6537,3,,,,,True,,6306,20/04/2026 17:10:40,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,,
6326,6304,id_manifestacao,,6,19,,Identificador numérico interno da manifestação. Espelha o campo equivalente em f_relatorio.,False,1,False,False,True,1,-1,False,False,3,6557,1,id_manifestacao,,,0,True,,6472,21/04/2026 22:39:48,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,13d28d38-4cb5-4a83-933d-94e1d1ef36d8,
6327,6304,protocolo,,2,19,,[Papel: Chave estrangeira] Protocolo da manifestação cuja resposta foi avaliada como insatisfatória. Relaciona f_insatisfatorias à tabela central f_relatorio.,False,1,False,False,True,1,-1,False,False,2,6561,1,protocolo,,,,True,,6473,01/05/2026 18:20:14,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,4f5918c8-ad0b-423b-8077-d71f09071db0,
6328,6304,data_manifestacao,,9,19,,Data de registro da manifestação. Permite análise temporal da incidência de respostas insatisfatórias.,False,1,False,False,True,1,-1,False,False,2,6565,1,data_manifestacao,,,General Date,True,,6474,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,9931e0e0-6f16-473e-937e-b05764b4ff06,
6336,6304,data_finalizacao,,9,19,,Data de finalização da manifestação cuja resposta foi reprovada.,False,1,False,False,True,1,-1,False,False,2,6597,1,data_finalizacao,,,General Date,True,,6482,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,1c46c6e5-9e9b-4f0d-b552-46f1adb2128a,
6344,6304,data_revisao,,9,19,,Data da revisão que identificou a resposta como insatisfatória.,False,1,False,False,True,1,-1,False,False,2,6629,1,data_revisao,,,General Date,True,,6490,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,a8cfe85e-3afb-4c3f-a7a3-4b3067eaa84c,
6352,6304,sigla,,2,19,,Sigla do órgão responsável pela resposta avaliada como insatisfatória.,False,1,False,False,True,1,-1,False,False,2,6661,1,sigla,,,,True,,6498,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,ff6fd93f-8c70-4872-9293-7859c8fb3826,
6353,6304,suborgao,,2,19,,"Subdivisão do órgão responsável, permitindo identificar unidades com maior incidência de respostas inadequadas.",False,1,False,False,True,1,-1,False,False,2,6665,1,suborgao,,,,True,,6499,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,64e752f4-5fdc-4124-9614-52264d18113e,
6354,6304,sigilo,,2,19,,Indicação de sigilo da manifestação com resposta reprovada.,False,1,False,False,True,1,-1,False,False,2,6669,1,sigilo,,,,True,,6500,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,cfbcaba4-7849-43a2-a1a0-2c694d54a28f,
6355,6304,prazo_interno,,6,19,,Prazo interno do órgão para a manifestação com resposta reprovada.,False,1,False,False,True,1,-1,False,False,3,6673,1,prazo_interno,,,0,True,,6501,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,27d3c615-a541-40fe-995b-901c1bffe1ce,
6356,6304,prazo_externo,,6,19,,Prazo externo normativo aplicável à manifestação com resposta inadequada.,False,1,False,False,True,1,-1,False,False,3,6677,1,prazo_externo,,,0,True,,6502,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,48928d7d-c7eb-41ef-9657-7307e8b39660,
6357,6304,dias_vida,,6,19,,Dias de tramitação da manifestação com resposta insatisfatória.,False,1,False,False,True,1,-1,False,False,3,6681,1,dias_vida,,,0,True,,6503,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,85243afb-fb39-4e53-9500-eba537f3cdb8,
6358,6304,dias_reativacao,,6,19,,"Dias após reativação, quando aplicável.",False,1,False,False,True,1,-1,False,False,3,6685,1,dias_reativacao,,,0,True,,6504,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,73f4e609-dd7b-441e-ad84-7e0206db41da,
6359,6304,dias_atraso,,6,19,,[Papel: Métrica de linha] Dias de atraso em relação ao prazo da manifestação com resposta insatisfatória. Campo numérico nesta tabela; em f_relatorio o campo equivalente está como texto.,False,1,False,False,True,1,-1,False,False,3,6689,1,dias_atraso,,,0,True,,6505,01/05/2026 18:20:14,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,3774e373-f2c2-4b15-a2aa-a364d4c8de62,
6360,6304,tipo_manifestacao,,2,19,,Tipo da manifestação com resposta insatisfatória. Reclamações concentram a maior parte dos casos (68% do total).,False,1,False,False,True,1,-1,False,False,2,6693,1,tipo_manifestacao,,,,True,,6506,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,5c21f023-fa6d-461a-9fe4-96ddb829be5a,
6361,6304,municipio,,2,19,,Município de origem da manifestação com resposta insatisfatória.,False,1,False,False,True,1,-1,False,False,2,6697,1,municipio,,,,True,,6507,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,6683bfec-73b3-41c6-baf2-a547182b1904,
6362,6304,tipificacao,,2,19,,Assunto da manifestação com resposta reprovada. Permite identificar temas com maior dificuldade de atendimento.,False,1,False,False,True,1,-1,False,False,2,6701,1,tipificacao,,,,True,,6508,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,5aa37a83-5bab-4fa1-a10a-ab262d414550,
6363,6304,sub_tipificacao,,2,19,,"Detalhamento do assunto dentro da tipificação, para análise de segundo nível das falhas de atendimento.",False,1,False,False,True,1,-1,False,False,2,6705,1,sub_tipificacao,,,,True,,6509,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,adf438c3-0a5f-4156-8af9-1d5776eea59b,
6364,6304,area_tecnica,,2,19,,Área interna do órgão responsável pela resposta inadequada.,False,1,False,False,True,1,-1,False,False,2,6709,1,area_tecnica,,,,True,,6510,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,c7de1f6b-aa4c-455a-95ca-ead890c1c3a8,
6365,6304,registro,,2,19,,Canal de entrada da manifestação avaliada como insatisfatória.,False,1,False,False,True,1,-1,False,False,2,6713,1,registro,,,,True,,6511,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,da776c63-3288-470f-a936-38366a7ca094,
6366,6304,ds_status,,2,19,,Status da manifestação no momento da avaliação de qualidade.,False,1,False,False,True,1,-1,False,False,2,6717,1,ds_status,,,,True,,6512,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,0591c13d-ba69-4467-a811-35764a61c8a3,
6367,6304,publicacao,,6,19,,Flag de publicação no portal de transparência.,False,1,False,False,True,1,-1,False,False,3,6721,1,publicacao,,,0,True,,6513,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,d6618d57-5ffc-4111-a695-366dc25c26fc,
6368,6304,procedente,,2,19,,Resultado da análise de mérito da manifestação com resposta insatisfatória.,False,1,False,False,True,1,-1,False,False,2,6725,1,procedente,,,,True,,6514,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,37de2095-dcb9-4263-82e3-c24f055369f0,
6369,6304,recurso,,2,19,,"Instância de recurso associada, se houver.",False,1,False,False,True,1,-1,False,False,2,6729,1,recurso,,,,True,,6515,20/04/2026 21:04:55,20/04/2026 17:10:40,31/12/1699 00:00:00,0,False,0,,,,0,,,65a9fc21-1d0e-49f3-a13c-48c3908a00d9,
